gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
464,465,191,0.1613,0.3418,0.4457,0.6465,0,train
465,466,191,0.6648,0.8211,0.4402,0.5645,0,train
466,467,192,0.0031,0.9844,0.0570,0.7945,0,train
467,468,193,0.0000,0.9984,0.0000,0.9984,0,train
468,469,193,0.2277,0.7910,0.0020,0.4996,0,train
469,470,194,0.0000,0.0859,0.4109,0.6250,0,train
470,471,194,0.0758,0.2789,0.3703,0.6484,0,train
471,472,194,0.2797,0.4156,0.4215,0.7129,0,train
472,473,194,0.4559,0.5973,0.3430,0.6867,0,train
473,474,194,0.6273,0.9602,0.2207,0.7152,0,train
474,475,194,0.8801,0.9980,0.2504,0.7559,0,train
475,476,195,0.0406,1.0000,0.2074,0.6738,0,train
476,477,196,0.1156,0.8469,0.0711,0.7445,0,train
477,478,197,0.0516,0.8875,0.2809,0.5801,0,train
478,479,197,0.9422,0.9875,0.5215,0.5520,0,train
479,480,198,0.0000,0.9984,0.0000,0.9984,0,train
480,481,199,0.3984,0.4672,0.3906,0.4219,0,train
481,482,199,0.5059,0.6941,0.3426,0.4559,0,train
482,483,199,0.6937,0.8562,0.3273,0.4102,0,train
483,484,199,0.8688,0.9750,0.3207,0.4324,0,train
484,485,200,0.0008,0.0727,0.1785,0.2137,0,train
485,486,200,0.0672,0.1953,0.1641,0.2422,0,train
486,487,200,0.1227,0.1352,0.1199,0.1691,0,train
487,488,200,0.1234,0.6813,0.5187,0.9203,0,train
488,489,200,0.1457,0.6699,0.3187,0.5078,0,train
489,490,200,0.5055,0.5789,0.2441,0.2855,0,train
490,491,200,0.6336,0.7070,0.2145,0.2621,0,train
491,492,200,0.6746,0.9988,0.3477,0.9992,0,train
492,493,200,0.7039,0.8258,0.2582,0.3699,0,train
493,494,200,0.7258,0.7992,0.1641,0.2203,0,train
494,495,200,0.8285,0.9996,0.2207,0.5105,0,train
495,496,200,0.9266,0.9812,0.2855,0.3316,0,train
496,497,201,0.0375,0.9250,0.0484,1.0000,0,train
497,498,202,0.0219,0.9984,0.0547,1.0000,0,train
498,499,203,0.2660,0.9184,0.0082,0.8168,0,train
499,500,204,0.1543,0.7285,0.0387,0.7770,0,train
500,501,205,0.4527,0.9816,0.2750,0.4969,0,train
501,502,205,0.5160,0.9980,0.0000,0.2969,0,train
502,503,206,0.0000,0.3344,0.2078,0.8187,0,train
503,504,206,0.8895,0.9996,0.3477,0.7602,0,train
504,505,207,0.1047,0.1828,0.5023,0.6820,0,train
505,506,207,0.1566,0.2152,0.3746,0.7348,0,train
506,507,207,0.2070,0.2602,0.2660,0.7496,0,train
507,508,207,0.2437,0.3281,0.0840,0.7754,0,train
508,509,207,0.3242,0.4508,0.0000,0.7906,0,train
509,510,207,0.4242,0.6289,0.0004,0.9605,0,train
510,511,207,0.6059,0.9973,0.0000,0.9984,0,train
511,512,208,0.0492,0.9992,0.3875,0.7484,0,train
512,513,209,0.0746,0.9504,0.0637,0.9441,0,train
513,514,209,0.0012,0.0988,0.3887,0.9613,0,train
514,515,209,0.7937,1.0000,0.1059,0.9379,0,train
515,516,210,0.0180,0.1352,0.2109,0.4891,0,train
516,517,210,0.1637,0.3348,0.2754,0.4621,0,train
517,518,210,0.3109,0.9672,0.0000,0.5953,0,train
518,519,211,0.0000,0.9984,0.0000,0.8531,0,train
519,520,212,0.0000,0.1641,0.0441,0.6543,0,train
520,521,212,0.2652,0.7223,0.0781,0.5719,0,train
521,522,212,0.7844,0.9953,0.1016,0.5875,0,train
522,523,213,0.2426,0.4105,0.5156,0.6734,0,train
523,524,213,0.3656,0.9969,0.0000,0.9969,0,train
524,525,213,0.5285,0.5871,0.0000,0.1078,0,train
525,526,214,0.0133,0.2602,0.0379,0.7215,0,train
526,527,214,0.2766,0.3125,0.4340,0.5098,0,train
527,528,214,0.3125,0.3656,0.4133,0.5211,0,train
528,529,214,0.3645,0.4668,0.3602,0.5211,0,train
529,530,214,0.4688,0.5609,0.3531,0.5250,0,train
530,531,214,0.5629,0.6371,0.3410,0.5340,0,train
531,532,214,0.6797,0.7453,0.3199,0.5129,0,train
532,533,214,0.7492,0.8195,0.2664,0.5305,0,train
533,534,214,0.8133,0.9008,0.2090,0.5285,0,train
534,535,214,0.9031,0.9953,0.1492,0.5461,0,train
535,536,215,0.1695,0.8805,0.1215,0.7441,0,train
536,537,216,0.7680,0.9992,0.1891,0.3641,0,train
537,538,217,0.0000,0.6781,0.1086,0.8742,0,train
538,539,217,0.0031,0.3969,0.0004,0.3324,0,train
539,540,217,0.9070,0.9820,0.5793,0.6410,0,train
540,541,218,0.2672,0.7297,0.1199,0.7816,0,train
541,542,218,0.0000,0.1250,0.5789,0.7680,0,train
542,543,218,0.1250,0.2609,0.4953,0.6906,0,train
543,544,218,0.8129,0.9996,0.5918,0.7113,0,train
544,545,219,0.5945,0.6852,0.5910,0.7074,0,train
545,546,219,0.6000,0.8266,0.3477,0.4977,0,train
546,547,219,0.6914,0.7680,0.5715,0.6551,0,train
547,548,220,0.0000,0.9984,0.0031,0.6922,0,train
548,549,221,0.4016,0.9094,0.4828,0.9984,0,train
549,550,222,0.0000,0.1875,0.5680,0.8086,0,train
550,551,222,0.1672,0.9375,0.0219,0.8891,0,train
551,552,223,0.0453,0.2953,0.4773,0.7945,0,train
552,553,223,0.3504,0.8652,0.3523,0.8180,0,train
553,554,224,0.0000,0.1328,0.3852,0.6445,0,train
554,555,224,0.1508,0.9930,0.0750,0.8875,0,train
555,556,225,0.1383,0.8633,0.0348,0.8918,0,train
556,557,225,0.8688,0.9703,0.4926,0.8246,0,train
557,558,226,0.0027,0.9363,0.0824,0.9551,0,train
558,559,227,0.0000,0.0656,0.2156,0.9406,0,train
559,560,227,0.0551,0.9887,0.0129,0.9840,0,train
560,561,228,0.0043,0.9426,0.3219,0.7172,0,train
561,562,228,0.7535,0.9996,0.2750,0.6031,0,train
562,563,229,0.2750,0.4938,0.3613,0.6371,0,train
563,564,229,0.2781,0.9281,0.3230,0.6691,0,train
564,565,229,0.4785,0.8684,0.2816,0.5809,0,train
565,566,229,0.8684,0.9738,0.3594,0.5859,0,train
566,567,230,0.0000,0.1781,0.5148,0.6961,0,train
567,568,230,0.1617,0.8773,0.3293,0.7082,0,train
568,569,230,0.8883,0.9992,0.5242,0.6633,0,train
569,570,231,0.0000,0.9984,0.0004,0.8246,0,train
570,571,232,0.4078,0.6469,0.3840,0.6395,0,train
571,572,232,0.0000,0.2094,0.4211,0.7023,0,train
572,573,232,0.1371,0.4191,0.3895,0.7043,0,train
573,574,232,0.6996,0.9535,0.3863,0.7168,0,train
574,575,233,0.0000,0.4453,0.0000,0.7344,0,train
575,576,233,0.5707,0.7777,0.2867,0.4258,0,train
576,577,234,0.2070,0.7383,0.2926,0.7340,0,train
577,578,234,0.3895,0.5590,0.1586,0.4789,0,train
578,579,235,0.0227,0.3805,0.4488,0.7090,0,train
579,580,235,0.0262,0.4254,0.7020,0.9496,0,train
580,581,235,0.3539,0.4961,0.6063,0.7281,0,train
581,582,235,0.3598,0.6262,0.2719,0.6219,0,train
582,583,235,0.5383,0.6383,0.1758,0.2539,0,train
583,584,235,0.6898,0.7383,0.1621,0.2066,0,train
584,585,235,0.7414,0.8352,0.1879,0.2355,0,train
585,586,236,0.0000,0.9984,0.0000,0.9984,0,train
586,587,237,0.5113,0.9996,0.3051,0.9980,0,train
587,588,238,0.1102,0.4758,0.5477,0.8461,0,train
588,589,238,0.4766,0.9984,0.1391,0.7703,0,train
589,590,239,0.0438,0.8219,0.0969,0.9078,0,train
590,591,240,0.0699,0.4832,0.4672,0.6828,0,train
591,592,240,0.3914,0.8086,0.3277,0.5207,0,train
592,593,241,0.0000,0.9641,0.0090,0.8004,0,train
593,594,242,0.0047,0.2313,0.0004,0.2762,0,train
594,595,242,0.4437,0.5906,0.0000,0.1344,0,train
595,596,242,0.5891,0.9141,0.0000,0.2000,0,train
596,597,242,0.9031,1.0000,0.0465,0.1691,0,train
597,598,243,0.4789,0.9930,0.1379,0.6793,0,train
598,599,244,0.7797,0.9844,0.2840,0.5285,0,train
599,600,244,0.0176,0.0574,0.3707,0.4309,0,train
600,601,244,0.0938,0.2313,0.3813,0.4500,0,train
601,602,244,0.2461,0.3461,0.3801,0.4793,0,train
602,603,244,0.3246,0.4801,0.3883,0.4883,0,train
603,604,245,0.0000,0.9984,0.1570,0.6789,0,train
604,605,246,0.3199,0.7348,0.2492,0.5883,0,train
605,606,246,0.5691,0.8965,0.2652,0.5738,0,train
606,607,246,0.9020,0.9918,0.4941,0.5777,0,train
607,608,247,0.0375,0.3906,0.0000,0.6062,0,train
608,609,247,0.5984,0.7484,0.2953,0.4578,0,train
609,610,248,0.0891,0.3984,0.1301,0.6840,0,train
610,611,249,0.0000,0.9984,0.0203,0.9172,0,train
611,612,250,0.0312,0.4016,0.3418,0.8660,0,train
612,613,251,0.0000,0.9875,0.1781,0.6141,0,train
613,614,252,0.1551,0.4527,0.3648,0.5945,0,train
614,615,253,0.0000,0.7172,0.0000,0.9656,0,train
615,616,253,0.6414,0.9992,0.4180,0.7914,0,train
616,617,254,0.0422,0.8766,0.0621,0.7520,0,train
617,618,254,0.8582,0.9684,0.5785,0.7246,0,train
618,619,255,0.0477,0.1508,0.5781,0.6875,0,train
619,620,255,0.1570,0.4086,0.5176,0.7262,0,train
620,621,256,0.1641,0.8078,0.1129,0.8684,0,train
621,622,257,0.0000,0.9969,0.0004,0.6199,0,train
622,623,258,0.0055,0.9992,0.0520,0.9230,0,train
623,624,259,0.0719,0.8953,0.3023,0.5602,0,train
624,625,259,0.0719,0.8953,0.3023,0.5602,0,train
625,626,259,0.0000,0.0969,0.4109,0.5156,0,train
626,627,260,0.0000,0.0719,0.3492,0.9414,0,train
627,628,260,0.0125,0.8797,0.0004,0.9402,0,train
628,629,260,0.8395,0.9996,0.3164,0.5648,0,train
629,630,260,0.8633,0.9992,0.6027,0.8785,0,train
630,631,261,0.2020,0.9996,0.4781,0.7422,0,train
631,632,261,0.3207,0.6918,0.5012,0.7395,0,train
632,633,262,0.0461,0.9992,0.4211,0.8211,0,train
633,634,263,0.0016,0.9453,0.0926,0.9715,0,train
634,635,264,0.0426,0.9012,0.0551,0.9574,0,train
635,636,264,0.0199,0.2238,0.2969,0.7031,0,train
636,637,264,0.8797,0.9984,0.3531,0.5344,0,train
637,638,265,0.1324,0.9957,0.2188,0.8406,0,train
638,639,265,0.1363,0.3605,0.2238,0.8730,0,train
639,640,265,0.3227,0.9148,0.4430,0.8727,0,train
640,641,266,0.1531,0.6984,0.1109,0.6578,0,train
641,642,267,0.0000,0.2953,0.4699,0.9113,0,train
642,643,267,0.0004,0.4402,0.2516,0.9172,0,train
643,644,267,0.6105,0.9988,0.4656,0.6875,0,train
644,645,268,0.0000,0.2219,0.3227,0.4695,0,train
645,646,268,0.2066,0.3480,0.3176,0.4480,0,train
646,647,268,0.6164,0.9992,0.0004,0.4340,0,train
647,648,269,0.0000,0.9984,0.0000,0.8578,0,train
648,649,270,0.0000,0.9984,0.2016,0.8719,0,train
649,650,271,0.0000,0.6703,0.0000,0.9984,0,train
650,651,271,0.5691,0.9027,0.2660,0.9965,0,train
651,652,271,0.8520,0.9980,0.0000,0.9875,0,train
652,653,272,0.0727,0.8055,0.1977,0.9508,0,train
653,654,273,0.1020,0.8949,0.0445,0.6930,0,train
654,655,274,0.0348,0.0824,0.7004,0.7418,0,train
655,656,275,0.0000,0.2094,0.0000,0.9969,0,train
656,657,275,0.1098,0.3637,0.3512,0.9973,0,train
657,658,275,0.3262,0.5363,0.5813,0.9969,0,train
658,659,275,0.5859,0.9984,0.0000,0.9969,0,train
659,660,276,0.0004,0.4543,0.3789,0.8617,0,train
660,661,276,0.4398,0.6805,0.4586,0.7633,0,train
661,662,276,0.6430,0.9992,0.4137,0.9035,0,train
662,663,277,0.3266,0.6609,0.4090,0.6582,0,train
663,664,278,0.1590,0.9988,0.0000,0.9297,0,train
664,665,279,0.7195,0.9867,0.2902,0.7691,0,train
665,666,280,0.0000,0.6937,0.0645,0.6777,0,train
666,667,281,0.0000,0.7266,0.0594,0.9125,0,train
667,668,281,0.5492,0.9992,0.0000,0.9219,0,train
668,669,282,0.0000,0.9984,0.2992,0.7789,0,train
669,670,283,0.0000,0.9984,0.0000,0.9984,0,train
670,671,284,0.0969,0.4891,0.1922,0.7969,0,train
671,672,284,0.5008,0.8992,0.1898,0.8023,0,train
672,673,285,0.1852,0.9430,0.2383,0.5914,0,train
673,674,285,0.0004,0.1840,0.3922,0.5859,0,train
674,675,286,0.0000,0.2969,0.3262,0.7379,0,train
675,676,286,0.1172,0.9047,0.0461,0.8414,0,train
676,677,287,0.0000,0.5859,0.3395,0.6605,0,train
677,678,288,0.0000,0.7672,0.0000,0.8812,0,train
678,679,289,0.0000,0.1125,0.1578,0.4219,0,train
679,680,289,0.5504,0.8746,0.1883,0.4164,0,train
680,681,290,0.0855,0.9441,0.2203,0.6359,0,train
681,682,290,0.7367,0.9992,0.2320,0.5289,0,train
682,683,291,0.0004,0.9965,0.2680,0.9992,0,train
683,684,291,0.0043,0.2645,0.2336,0.3477,0,train
684,685,291,0.1590,0.5863,0.3797,0.6813,0,train
685,686,292,0.0277,0.5582,0.2746,0.6863,0,train
686,687,293,0.0000,0.5656,0.5187,0.9984,0,train
687,688,293,0.0012,0.1270,0.4691,0.5309,0,train
688,689,293,0.1469,0.2047,0.4219,0.5203,0,train
689,690,293,0.2348,0.3293,0.4523,0.5258,0,train
690,691,293,0.3367,0.3789,0.4137,0.4988,0,train
691,692,293,0.3906,0.4609,0.4523,0.5195,0,train
692,693,293,0.4570,0.9008,0.5305,0.9977,0,train
693,694,293,0.4629,0.5090,0.4551,0.5168,0,train
694,695,293,0.5133,0.5508,0.4617,0.5258,0,train
695,696,293,0.5555,0.5945,0.3844,0.5250,0,train
696,697,293,0.5945,0.6414,0.4289,0.5258,0,train
697,698,293,0.6352,0.6805,0.4402,0.5254,0,train
698,699,293,0.6801,0.7121,0.4418,0.5270,0,train
699,700,293,0.7309,0.9535,0.4707,0.9996,0,train
700,701,293,0.7531,0.8375,0.4480,0.5098,0,train
701,702,293,0.8426,0.8777,0.4191,0.4996,0,train
702,703,293,0.8801,0.9277,0.4172,0.4922,0,train
703,704,294,0.3852,0.7055,0.4383,0.7992,0,train
704,705,294,0.3852,0.7055,0.4383,0.7992,0,train
705,706,294,0.0000,0.9984,0.1828,0.8078,0,train
706,707,295,0.0000,0.9984,0.1500,0.8156,0,train
707,708,296,0.0047,0.9984,0.0000,0.9984,0,train
708,709,297,0.0000,0.9984,0.0000,0.9984,0,train
709,710,297,0.8250,1.0000,0.5203,0.8766,0,train
710,711,298,0.0684,0.9473,0.1246,0.8832,0,train
711,712,298,0.9398,0.9992,0.6316,0.8621,0,train
712,713,299,0.1090,0.9910,0.1973,0.6887,0,train
713,714,300,0.0734,0.9484,0.0344,0.9797,0,train
714,715,300,0.2871,0.5379,0.2824,0.6051,0,train
715,716,301,0.0746,0.8004,0.1238,0.9246,0,train
716,717,301,0.7734,0.9172,0.4852,0.8180,0,train
717,718,302,0.0000,0.9984,0.1547,0.8953,0,train
718,719,303,0.0445,0.8023,0.0027,0.9613,0,train
719,720,304,0.0000,0.9984,0.0000,0.9984,0,train
720,721,305,0.1707,0.5699,0.3637,0.4754,0,train
721,722,305,0.5781,0.6500,0.3723,0.4855,0,train
722,723,305,0.6805,0.8898,0.3750,0.4594,0,train
723,724,306,0.0000,0.1000,0.3832,0.5184,0,train
724,725,306,0.0535,0.3512,0.3336,0.5070,0,train
725,726,306,0.3730,0.5645,0.4219,0.5672,0,train
726,727,306,0.5641,0.5953,0.4133,0.5445,0,train
727,728,306,0.5930,0.6289,0.3816,0.5152,0,train
728,729,306,0.5953,0.9234,0.3164,0.5883,0,train
729,730,306,0.8852,0.9992,0.3504,0.4684,0,train
730,731,307,0.0004,0.9809,0.2156,0.7937,0,train
731,732,308,0.0000,0.5437,0.0000,0.9984,0,train
732,733,308,0.4949,0.9910,0.0000,0.7063,0,train
733,734,309,0.0004,0.9699,0.0844,0.9750,0,train
734,735,309,0.7828,1.0000,0.4762,0.9738,0,train
735,736,310,0.0117,0.9711,0.0328,0.4109,0,train
736,737,311,0.1461,0.5617,0.1578,0.6031,0,train
737,738,311,0.5344,0.8453,0.3301,0.5324,0,train
738,739,311,0.6035,0.8324,0.4074,0.5629,0,train
739,740,311,0.8500,0.9984,0.3703,0.4969,0,train
740,741,312,0.5906,0.8172,0.3527,0.5816,0,train
741,742,312,0.7801,0.9996,0.3828,0.5703,0,train
742,743,313,0.3281,0.3922,0.4262,0.5316,0,train
743,744,314,0.0004,0.9887,0.0000,0.8297,0,train
744,745,315,0.0422,0.9750,0.1250,0.7391,0,train
745,746,315,0.9187,0.9984,0.2672,0.7047,0,train
746,747,316,0.1695,0.8180,0.0852,0.8727,0,train
747,748,316,0.7691,0.9996,0.4383,0.6086,0,train
748,749,317,0.0875,0.9344,0.0184,0.7441,0,train
749,750,317,0.0875,0.9344,0.0184,0.7441,0,train
750,751,317,0.8977,0.9992,0.4234,0.5875,0,train
751,752,318,0.0848,0.9996,0.0000,0.6328,0,train
752,753,319,0.0297,0.7688,0.0641,1.0000,0,train
753,754,319,0.0297,0.7688,0.0641,1.0000,0,train
754,755,319,0.6727,0.9992,0.4934,0.9988,0,train
755,756,320,0.0000,0.9984,0.1766,0.9609,0,train
756,757,321,0.1031,0.8938,0.0262,0.8535,0,train
757,758,322,0.0656,0.9781,0.0000,1.0000,0,train
758,759,322,0.0656,0.9781,0.0000,1.0000,0,train
759,760,323,0.0000,0.2609,0.0000,0.5625,0,train
760,761,323,0.0953,0.3703,0.0828,0.4953,0,train
761,762,323,0.3605,0.9988,0.2855,0.5051,0,train
762,763,324,0.0000,1.0000,0.4484,0.9781,0,train
763,764,324,0.6348,0.9730,0.5020,0.9855,0,train
764,765,325,0.0000,0.0453,0.6656,0.9984,0,train
765,766,325,0.0723,0.7324,0.5266,0.9359,0,train
766,767,326,0.2883,0.9992,0.0000,0.9984,0,train
767,768,327,0.0961,0.1461,0.5043,0.5613,0,train
768,769,327,0.4875,0.9578,0.2016,0.4844,0,train
769,770,328,0.0000,0.0219,0.6238,0.6840,0,train
770,771,328,0.0199,0.0316,0.6301,0.6746,0,train
771,772,328,0.0832,0.1215,0.5012,0.5160,0,train
772,773,328,0.1043,0.1785,0.4332,0.5215,0,train
773,774,328,0.1750,0.2437,0.3820,0.7117,0,train
774,775,328,0.2254,0.3855,0.3348,0.7121,0,train
775,776,328,0.2652,0.4223,0.3695,0.7211,0,train
776,777,328,0.4199,0.9285,0.0000,0.7531,0,train
777,778,328,0.9102,0.9992,0.0000,0.7859,0,train
778,779,329,0.1332,0.8668,0.3227,0.8367,0,train
779,780,330,0.0023,0.0570,0.4574,0.6051,0,train
780,781,330,0.0563,0.1437,0.4629,0.5777,0,train
781,782,330,0.1172,0.6078,0.2172,0.6609,0,train
782,783,330,0.5801,0.7121,0.4156,0.6266,0,train
783,784,330,0.6680,0.9086,0.3387,0.6676,0,train
784,785,330,0.9668,0.9988,0.5082,0.6965,0,train
785,786,331,0.1086,0.7992,0.2316,0.8027,0,train
786,787,332,0.0047,0.3656,0.1418,0.6988,0,train
787,788,332,0.3070,0.5539,0.1605,0.6707,0,train
788,789,332,0.5359,0.7406,0.2074,0.6395,0,train
789,790,332,0.7355,0.8645,0.2559,0.6113,0,train
790,791,332,0.8648,0.9992,0.2645,0.6121,0,train
791,792,333,0.0000,0.0516,0.4707,0.6465,0,train
792,793,333,0.0750,1.0000,0.0629,0.8465,0,train
793,794,334,0.0000,0.9984,0.0000,0.9969,0,train
794,795,335,0.0000,0.9984,0.0000,0.9984,0,train
795,796,336,0.3703,0.9484,0.0734,0.7234,0,train
796,797,336,0.0000,0.2000,0.2535,0.6090,0,train
797,798,337,0.0000,0.9922,0.0000,0.8969,0,train
798,799,338,0.0000,0.1125,0.0000,0.9984,0,train
799,800,338,0.0953,0.1641,0.5289,0.7367,0,train
800,801,338,0.1457,0.2230,0.5137,0.7270,0,train
801,802,338,0.2141,0.2641,0.5953,0.7062,0,train
802,803,338,0.3273,0.4914,0.1699,0.5832,0,train
803,804,338,0.3270,0.9996,0.0262,0.8207,0,train
804,805,339,0.0551,0.9965,0.0551,0.8871,0,train
805,806,340,0.0000,0.9984,0.0000,0.9984,0,train
806,807,341,0.1512,0.7879,0.1938,0.7391,0,train
807,808,341,0.6531,1.0000,0.0004,0.8934,0,train
808,809,342,0.0000,0.9875,0.0793,0.9676,0,train
809,810,343,0.6187,0.9062,0.1762,0.5176,0,train
810,811,343,0.0004,0.1684,0.1676,0.5027,0,train
811,812,343,0.1680,0.3148,0.2180,0.4883,0,train
812,813,343,0.3152,0.4176,0.2289,0.4789,0,train
813,814,344,0.1297,0.5344,0.4000,0.8063,0,train
814,815,344,0.0004,0.1574,0.3480,0.7551,0,train
815,816,344,0.4254,0.5824,0.4074,0.5426,0,train
816,817,344,0.8684,0.9613,0.5695,0.6742,0,train
817,818,345,0.0000,0.3578,0.0070,0.2758,0,train
818,819,345,0.0004,0.1996,0.2230,0.8598,0,train
819,820,345,0.1121,0.8941,0.1121,0.9988,0,train
820,821,345,0.8328,0.9984,0.3195,0.9930,0,train
821,822,346,0.0004,0.3559,0.0000,0.7328,0,train
822,823,346,0.3453,0.6625,0.0000,0.4297,0,train
823,824,347,0.0000,0.3547,0.4906,0.8391,0,train
824,825,347,0.1219,0.9938,0.2148,0.6977,0,train
825,826,348,0.1605,0.3566,0.6910,0.8199,0,train
826,827,348,0.4219,0.9938,0.0375,0.9594,0,train
827,828,349,0.0461,0.9992,0.0504,0.9184,0,train
828,829,349,0.9113,0.9980,0.0988,0.9137,0,train
829,830,350,0.0000,0.1469,0.3711,0.8617,0,train
830,831,350,0.0000,0.1484,0.2176,0.4746,0,train
831,832,350,0.1395,0.7168,0.1148,0.8523,0,train
832,833,350,0.6238,0.9246,0.1379,0.7887,0,train
833,834,350,0.7008,0.8117,0.4910,0.7918,0,train
834,835,351,0.0090,0.2348,0.3180,0.7977,0,train
835,836,351,0.2340,0.5035,0.4309,0.8457,0,train
836,837,351,0.5047,0.6844,0.2164,0.8461,0,train
837,838,351,0.6836,0.9414,0.4785,0.8199,0,train
838,839,352,0.0594,0.8547,0.0000,0.9812,0,train
839,840,353,0.0000,0.9969,0.0000,0.9984,0,train
840,841,354,0.3086,0.8102,0.2004,0.7230,0,train
841,842,354,0.0430,0.2773,0.3457,0.6652,0,train
842,843,355,0.0000,0.9984,0.0734,0.9984,0,train
843,844,356,0.0004,0.0793,0.6949,0.7645,0,train
844,845,356,0.1023,0.9133,0.0664,0.9023,0,train
845,846,356,0.8328,0.9656,0.6227,0.7602,0,train
846,847,357,0.0723,0.9402,0.1219,0.6859,0,train
847,848,358,0.2816,0.6949,0.1109,0.7844,0,train
848,849,358,0.2816,0.6949,0.1109,0.7844,0,train
849,850,359,0.0969,0.6000,0.0797,0.5984,0,train
850,851,359,0.8562,1.0000,0.5516,0.9281,0,train
851,852,360,0.0734,0.1187,0.7727,0.8711,0,train
852,853,360,0.1266,1.0000,0.1773,0.9539,0,train
853,854,361,0.0000,0.0656,0.4414,0.5883,0,train
854,855,361,0.0508,0.1523,0.4590,0.6191,0,train
855,856,361,0.1484,0.8141,0.3430,0.6680,0,train
856,857,362,0.0828,0.9859,0.0187,0.9563,0,train
857,858,362,0.1203,0.3609,0.4523,0.8258,0,train
858,859,362,0.9273,0.9992,0.3316,0.8418,0,train
859,860,363,0.0199,0.9957,0.0840,0.7301,0,train
860,861,363,0.8785,0.9996,0.2215,0.6488,0,train
861,862,364,0.0000,0.0578,0.8910,0.9996,0,train
862,863,364,0.0516,0.6172,0.3082,0.9996,0,train
863,864,364,0.5945,0.8211,0.8336,0.9992,0,train
864,865,365,0.0000,0.9984,0.0000,0.9984,0,train
865,866,366,0.0000,0.4062,0.0559,0.8613,0,train
866,867,366,0.0000,0.9984,0.0492,0.8711,0,train
867,868,367,0.0000,0.3063,0.0000,0.9984,0,train
868,869,367,0.2961,0.4445,0.0004,0.7777,0,train
869,870,367,0.3891,0.4984,0.0000,0.7109,0,train
870,871,367,0.4832,0.5340,0.1270,0.6918,0,train
871,872,367,0.5238,0.5512,0.2242,0.6648,0,train
872,873,367,0.5512,0.6832,0.2844,0.6109,0,train
873,874,367,0.5566,0.6230,0.4266,0.6312,0,train
874,875,367,0.6012,0.7066,0.3078,0.6375,0,train
875,876,367,0.6898,0.7445,0.1355,0.6832,0,train
876,877,367,0.7242,0.7633,0.0051,0.7090,0,train
877,878,367,0.7484,0.8078,0.0000,0.7594,0,train
878,879,367,0.7918,0.9988,0.0000,0.9125,0,train
879,880,368,0.5648,0.9352,0.3832,0.8965,0,train
880,881,368,0.0102,0.6273,0.0500,0.9938,0,train
881,882,368,0.8766,0.9984,0.2102,0.8742,0,train
882,883,369,0.1750,0.6250,0.2730,0.7160,0,train
883,884,369,0.1750,0.6250,0.2730,0.7160,0,train
884,885,370,0.0766,0.9750,0.0898,0.8414,0,train
885,886,370,0.0766,0.9750,0.0898,0.8414,0,train
886,887,371,0.0000,0.3500,0.3906,0.8797,0,train
887,888,372,0.0000,0.7484,0.2188,0.6906,0,train
888,889,372,0.0008,0.1555,0.3430,0.6695,0,train
889,890,373,0.0023,0.9992,0.0000,0.9984,0,train
890,891,374,0.1965,0.7895,0.1223,0.8793,0,train
891,892,374,0.0000,0.2422,0.4121,0.8848,0,train
892,893,374,0.8180,0.9992,0.1926,0.9121,0,train
893,894,375,0.0000,0.4578,0.2902,0.7441,0,train
894,895,375,0.5184,0.6426,0.3781,0.5453,0,train
895,896,375,0.6273,0.6977,0.4043,0.4895,0,train
896,897,376,0.0000,1.0000,0.0949,0.8723,0,train
897,898,376,0.0000,1.0000,0.0949,0.8723,0,train
898,899,377,0.1445,0.8430,0.5367,0.9664,0,train
899,900,378,0.0000,0.4391,0.1207,0.7434,0,train
900,901,378,0.3816,0.5965,0.3395,0.6090,0,train
901,902,378,0.5590,0.7426,0.4051,0.5246,0,train
902,903,378,0.7332,0.9824,0.2160,0.8043,0,train
903,904,379,0.0652,0.1863,0.6145,0.7496,0,train
904,905,379,0.6945,0.9977,0.2125,0.7531,0,train
905,906,380,0.2824,0.9551,0.5168,0.9020,0,train
906,907,380,0.2824,0.9551,0.5168,0.9020,0,train
907,908,380,0.0004,0.2043,0.5375,0.8484,0,train
908,909,380,0.1801,0.3527,0.6113,0.8480,0,train
909,910,380,0.2488,0.5184,0.5020,0.7402,0,train
910,911,381,0.0000,0.1562,0.2406,0.9359,0,train
911,912,381,0.0195,0.9992,0.0012,0.9660,0,train
912,913,382,0.1480,0.9363,0.2762,0.6973,0,train
913,914,382,0.1480,0.9363,0.2762,0.6973,0,train
914,915,383,0.2020,0.7809,0.0332,0.8965,0,train
915,916,383,0.7582,0.9996,0.3531,0.8297,0,train
916,917,384,0.1773,0.8914,0.0461,0.8305,0,train
917,918,385,0.0023,0.8117,0.2020,0.7324,0,train
918,919,386,0.1109,0.7141,0.1383,0.7648,0,train
919,920,386,0.0004,0.1480,0.2980,0.7629,0,train
920,921,387,0.0000,0.4250,0.1309,0.2660,0,train
921,922,387,0.0000,0.9984,0.0156,0.9500,0,train
922,923,387,0.0008,0.1820,0.3082,0.4824,0,train
923,924,387,0.4570,0.7992,0.0781,0.2828,0,train
924,925,388,0.0230,0.9754,0.2387,0.8676,0,train
925,926,388,0.9383,0.9992,0.6031,0.7594,0,train
926,927,389,0.0715,0.9441,0.0000,0.9406,0,train
